Pickup Branch,Post code,Post office name,Commune EN,Commune Khmer,Phone,Phone Number,Main Branch Phone,Branch Code,Branch EN,Branch Khmer,Category,Post office level,Type,Status,Latitude,Longitude,Search Text
BANA001,BANA001,Chamnaom,Chamnaom,Chamnaom,0716111197,0716111197,0316000285,BANP001,Banteay Meanchey,Banteay Meanchey,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,13.437565,102.934632,BANA001 | Chamnaom | Chamnaom | 0716111197 | BANP001 | Banteay Meanchey | Banteay Meanchey | Agent
KAMA030,KAMA030,Dong Tong,Dong Tong,Dong Tong,068539366,068539366,0979758982,KAMP001,Kampot,Kampot,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,10.62885,104.47109,KAMA030 | Dong Tong | Dong Tong | 068539366 | KAMP001 | Kampot | Kampot | Agent
KAMA031,KAMA031,KampongTrach,KampongTrach,KampongTrach,067740007,067740007,0979758982,KAMP001,Kampot,Kampot,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,10.447786,104.437666,KAMA031 | KampongTrach | KampongTrach | 067740007 | KAMP001 | Kampot | Kampot | Agent
KAMP001,KAMP001,Kampot,Kampot,Kampot,0979758982,0979758982,0979758982,KAMP001,Kampot,Kampot,Post Office,Post Office,Post office,In effect,10.619812,104.182473,KAMP001 | Kampot | Kampot | 0979758982 | KAMP001 | Kampot | Kampot | Post Office
KAMS001,KAMS001,Krang Ampil,Krang Ampil,Krang Ampil,0972141011,0972141011,0979758982,KAMP001,Kampot,Kampot,Showroom,Showroom,Post office,In effect,10.6143893,104.1821269,KAMS001 | Krang Ampil | Krang Ampil | 0972141011 | KAMP001 | Kampot | Kampot | Showroom
KAMS002,KAMS002,Tuk Meas Khang Lech,Tuk Meas Khang Lech,Tuk Meas Khang Lech,0888808908,0888808908,0979758982,KAMP001,Kampot,Kampot,Showroom,Showroom,Post office,In effect,10.667472,104.560635,KAMS002 | Tuk Meas Khang Lech | Tuk Meas Khang Lech | 0888808908 | KAMP001 | Kampot | Kampot | Showroom
KAMS003,KAMS003,Satv Pong,Satv Pong,Satv Pong,0976095490,0976095490,0979758982,KAMP001,Kampot,Kampot,Showroom,Showroom,Post office,In effect,10.835357,104.454835,KAMS003 | Satv Pong | Satv Pong | 0976095490 | KAMP001 | Kampot | Kampot | Showroom
SPEA006,SPEA006,Chhuk,Chhuk,Chhuk,0888269777,0888269777,0715554858,KAMP001,Kampot,Kampot,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.131556,104.151154,SPEA006 | Chhuk | Chhuk | 0888269777 | KAMP001 | Kampot | Kampot | Agent
KANA001,KANA001,Preaek Chrey,Preaek Chrey,Preaek Chrey,0885014445,0885014445,0716646043,KANP001,Kandal,Kandal,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,10.96737,105.10423,KANA001 | Preaek Chrey | Preaek Chrey | 0885014445 | KANP001 | Kandal | Kandal | Agent
KANA002,KANA002,Sampov Pun 01,Sampov Pun 01,Sampov Pun 01,0975299991,0975299991,0716646043,KANP001,Kandal,Kandal,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.027526,105.05863,KANA002 | Sampov Pun 01 | Sampov Pun 01 | 0975299991 | KANP001 | Kandal | Kandal | Agent
KANA003,KANA003,Pou Ban 01,Pou Ban 01,Pou Ban 01,0975443338,0975443338,0716646043,KANP001,Kandal,Kandal,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.195817,105.061087,KANA003 | Pou Ban 01 | Pou Ban 01 | 0975443338 | KANP001 | Kandal | Kandal | Agent
KANA004,KANA004,Settak bou,Settak bou,Settak bou,0315055568,0315055568,0716646043,KANP001,Kandal,Kandal,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.455657,105.029998,KANA004 | Settak bou | Settak bou | 0315055568 | KANP001 | Kandal | Kandal | Agent
KANA005,KANA005,Svay Rolum,Svay Rolum,Svay Rolum,066666603,066666603,0716646043,KANP001,Kandal,Kandal,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.455178,104.999608,KANA005 | Svay Rolum | Svay Rolum | 066666603 | KANP001 | Kandal | Kandal | Agent
KANA006,KANA006,Krang Youv,Krang Youv,Krang Youv,090833458,090833458,0716646043,KANP001,Kandal,Kandal,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.292181,104.947988,KANA006 | Krang Youv | Krang Youv | 090833458 | KANP001 | Kandal | Kandal | Agent
KANA007,KANA007,Khpob,Khpob,Khpob,0977507013,0977507013,0716646043,KANP001,Kandal,Kandal,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.265877,105.033555,KANA007 | Khpob | Khpob | 0977507013 | KANP001 | Kandal | Kandal | Agent
KANA008,KANA008,Khpob Ateav,Khpob Ateav,Khpob Ateav,068686963,068686963,0716646043,KANP001,Kandal,Kandal,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.058028,105.191104,KANA008 | Khpob Ateav | Khpob Ateav | 068686963 | KANP001 | Kandal | Kandal | Agent
KANA009,KANA009,Kokir Thum,Kokir Thum,Kokir Thum,0884446153,0884446153,0716646043,KANP001,Kandal,Kandal,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.3343,105.241244,KANA009 | Kokir Thum | Kokir Thum | 0884446153 | KANP001 | Kandal | Kandal | Agent
KANA010,KANA010,Samraong Thum,Samraong Thum,Samraong Thum,0977300096,0977300096,0716646043,KANP001,Kandal,Kandal,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.398369,105.236634,KANA010 | Samraong Thum | Samraong Thum | 0977300096 | KANP001 | Kandal | Kandal | Agent
KANA011,KANA011,Cheung Kaeub,Cheung Kaeub,Cheung Kaeub,068220872,068220872,0716646043,KANP001,Kandal,Kandal,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.42506,104.875069,KANA011 | Cheung Kaeub | Cheung Kaeub | 068220872 | KANP001 | Kandal | Kandal | Agent
KANA012,KANA012,Dei Ed,Dei Ed,Dei Ed,0316843333,0316843333,0716646043,KANP001,Kandal,Kandal,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.493478,105.097377,KANA012 | Dei Ed | Dei Ed | 0316843333 | KANP001 | Kandal | Kandal | Agent
KANA013,KANA013,Chheu Teal 01,Chheu Teal 01,Chheu Teal 01,0889779949,0889779949,0716646043,KANP001,Kandal,Kandal,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.464371,104.977234,KANA013 | Chheu Teal 01 | Chheu Teal 01 | 0889779949 | KANP001 | Kandal | Kandal | Agent
KANA014,KANA014,Chheu Teal 02,Chheu Teal 02,Chheu Teal 02,0884879666,0884879666,0716646043,KANP001,Kandal,Kandal,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.468815,105.025253,KANA014 | Chheu Teal 02 | Chheu Teal 02 | 0884879666 | KANP001 | Kandal | Kandal | Agent
KANA017,KANA017,Preaek Anhchanh,Preaek Anhchanh,Preaek Anhchanh,0974680111,0974680111,0716646043,KANP001,Kandal,Kandal,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.741298,104.98207,KANA017 | Preaek Anhchanh | Preaek Anhchanh | 0974680111 | KANP001 | Kandal | Kandal | Agent
KANA018,KANA018,Roka Kaong Ti Muoy,Roka Kaong Ti Muoy,Roka Kaong Ti Muoy,0719695959,0719695959,0716646043,KANP001,Kandal,Kandal,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.848625,104.994513,KANA018 | Roka Kaong Ti Muoy | Roka Kaong Ti Muoy | 0719695959 | KANP001 | Kandal | Kandal | Agent
KANA019,KANA019,Kampong Luong,Kampong Luong,Kampong Luong,0314000044,0314000044,0716646043,KANP001,Kandal,Kandal,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.819205,104.802207,KANA019 | Kampong Luong | Kampong Luong | 0314000044 | KANP001 | Kandal | Kandal | Agent
KANA020,KANA020,Preaek Koy,Preaek Koy,Preaek Koy,099903002,099903002,0716646043,KANP001,Kandal,Kandal,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.367409,105.004007,KANA020 | Preaek Koy | Preaek Koy | 099903002 | KANP001 | Kandal | Kandal | Agent
KANA021,KANA021,Preaek Hour 01,Preaek Hour 01,Preaek Hour 01,0716646043,0716646043,0716646043,KANP001,Kandal,Kandal,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.456473,104.932033,KANA021 | Preaek Hour 01 | Preaek Hour 01 | 0716646043 | KANP001 | Kandal | Kandal | Agent
KANA022,KANA022,Cheung Kaeub,Cheung Kaeub,Cheung Kaeub,0885777469,0885777469,0716646043,KANP001,Kandal,Kandal,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.439455,104.892452,KANA022 | Cheung Kaeub | Cheung Kaeub | 0885777469 | KANP001 | Kandal | Kandal | Agent
KANA023,KANA023,Preaek Hour 02,Preaek Hour 02,Preaek Hour 02,0716667378,0716667378,0716646043,KANP001,Kandal,Kandal,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.4466,104.88001,KANA023 | Preaek Hour 02 | Preaek Hour 02 | 0716667378 | KANP001 | Kandal | Kandal | Agent
KANA024,KANA024,Daeum Rues,Daeum Rues,Daeum Rues,066441450,066441450,0716646043,KANP001,Kandal,Kandal,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.418343,104.791698,KANA024 | Daeum Rues | Daeum Rues | 066441450 | KANP001 | Kandal | Kandal | Agent
KANA026,KANA026,Traeuy Sla,Traeuy Sla,Traeuy Sla,0975529539,0975529539,0716646043,KANP001,Kandal,Kandal,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.319958,105.067528,KANA026 | Traeuy Sla | Traeuy Sla | 0975529539 | KANP001 | Kandal | Kandal | Agent
KANA027,KANA027,Preaek Ruessei,Preaek Ruessei,Preaek Ruessei,0712032211,0712032211,0716646043,KANP001,Kandal,Kandal,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.470329,104.936806,KANA027 | Preaek Ruessei | Preaek Ruessei | 0712032211 | KANP001 | Kandal | Kandal | Agent
KANA028,KANA028,Siem Reab,Siem Reab,Siem Reab,0312481818,0312481818,0716646043,KANP001,Kandal,Kandal,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.389382,104.863461,KANA028 | Siem Reab | Siem Reab | 0312481818 | KANP001 | Kandal | Kandal | Agent
KANA029,KANA029,Kampong Samnanh,Kampong Samnanh,Kampong Samnanh,060587879,060587879,0716646043,KANP001,Kandal,Kandal,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.460466,104.942209,KANA029 | Kampong Samnanh | Kampong Samnanh | 060587879 | KANP001 | Kandal | Kandal | Agent
KANA031,KANA031,Preaek Ta Meak,Preaek Ta Meak,Preaek Ta Meak,0975428202,0975428202,0716646043,KANP001,Kandal,Kandal,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.749088,105.011697,KANA031 | Preaek Ta Meak | Preaek Ta Meak | 0975428202 | KANP001 | Kandal | Kandal | Agent
KANA033,KANA033,Preaek Rey,Preaek Rey,Preaek Rey,0716404444,0716404444,0716646043,KANP001,Kandal,Kandal,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.528229,105.14387,KANA033 | Preaek Rey | Preaek Rey | 0716404444 | KANP001 | Kandal | Kandal | Agent
KANA034,KANA034,Roka Khpuos,Roka Khpuos,Roka Khpuos,066988835,066988835,0716646043,KANP001,Kandal,Kandal,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.420457,104.983317,KANA034 | Roka Khpuos | Roka Khpuos | 066988835 | KANP001 | Kandal | Kandal | Agent
KANA036,KANA036,Sambuor Meas,Sambuor Meas,Sambuor Meas,0886896222,0886896222,0716646043,KANP001,Kandal,Kandal,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.667183,104.866842,KANA036 | Sambuor Meas | Sambuor Meas | 0886896222 | KANP001 | Kandal | Kandal | Agent
KANA037,KANA037,Sambuor,Sambuor,Sambuor,0978760303,0978760303,0716646043,KANP001,Kandal,Kandal,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.47773,105.162037,KANA037 | Sambuor | Sambuor | 0978760303 | KANP001 | Kandal | Kandal | Agent
KANA038,KANA038,Preaek Ruessei,Preaek Ruessei,Preaek Ruessei,068282262,068282262,0716646043,KANP001,Kandal,Kandal,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.4686,105.209882,KANA038 | Preaek Ruessei | Preaek Ruessei | 068282262 | KANP001 | Kandal | Kandal | Agent
KANA039,KANA039,Chheu Khmau,Chheu Khmau,Chheu Khmau,068688885,068688885,0716646043,KANP001,Kandal,Kandal,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.048601,105.077687,KANA039 | Chheu Khmau | Chheu Khmau | 068688885 | KANP001 | Kandal | Kandal | Agent
KANA040,KANA040,Sampov Pun 02,Sampov Pun 02,Sampov Pun 02,0885852222,0885852222,0716646043,KANP001,Kandal,Kandal,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,10.954919,105.07873,KANA040 | Sampov Pun 02 | Sampov Pun 02 | 0885852222 | KANP001 | Kandal | Kandal | Agent
KANA041,KANA041,Leuk Daek,Leuk Daek,Leuk Daek,0887000585,0887000585,0716646043,KANP001,Kandal,Kandal,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.130317,105.130143,KANA041 | Leuk Daek | Leuk Daek | 0887000585 | KANP001 | Kandal | Kandal | Agent
KANA042,KANA042,Pou Ban 02,Pou Ban 02,Pou Ban 02,066350114,066350114,0716646043,KANP001,Kandal,Kandal,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.182247,104.074302,KANA042 | Pou Ban 02 | Pou Ban 02 | 066350114 | KANP001 | Kandal | Kandal | Agent
KANA043,KANA043,Puk Ruessei,Puk Ruessei,Puk Ruessei,0978333874,0978333874,0716646043,KANP001,Kandal,Kandal,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.684915,104.968129,KANA043 | Puk Ruessei | Puk Ruessei | 0978333874 | KANP001 | Kandal | Kandal | Agent
KANA044,KANA044,Svay Romiet 01,Svay Romiet 01,Svay Romiet 01,0718044433,0718044433,0716646043,KANP001,Kandal,Kandal,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.795103,105.015382,KANA044 | Svay Romiet 01 | Svay Romiet 01 | 0718044433 | KANP001 | Kandal | Kandal | Agent
KANA045,KANA045,Svay Romiet 02,Svay Romiet 02,Svay Romiet 02,068401902,068401902,0716646043,KANP001,Kandal,Kandal,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.8122,105.038624,KANA045 | Svay Romiet 02 | Svay Romiet 02 | 068401902 | KANP001 | Kandal | Kandal | Agent
KANA046,KANA046,Prek Krabao Ti 2,Prek Krabao Ti 2,Prek Krabao Ti 2,066666017,066666017,0716646043,KANP001,Kandal,Kandal,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.66011,104.964049,KANA046 | Prek Krabao Ti 2 | Prek Krabao Ti 2 | 066666017 | KANP001 | Kandal | Kandal | Agent
KANA049,KANA049,Roka,Roka,Roka,0885777469,0885777469,0716646043,KANP001,Kandal,Kandal,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.451665,104.720281,KANA049 | Roka | Roka | 0885777469 | KANP001 | Kandal | Kandal | Agent
KANA066,KANA066,Wat Prek Ampil,Wat Prek Ampil,Wat Prek Ampil,010274262,010274262,0716646043,KANP001,Kandal,Kandal,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.647094,104.957062,KANA066 | Wat Prek Ampil | Wat Prek Ampil | 010274262 | KANP001 | Kandal | Kandal | Agent
KANP001,KANP001,Ta Khmau,Ta Khmau,Ta Khmau,0716646043,0716646043,0716646043,KANP001,Kandal,Kandal,Post Office,Post Office,Post office,In effect,11.4777335,104.9487032,KANP001 | Ta Khmau | Ta Khmau | 0716646043 | KANP001 | Kandal | Kandal | Post Office
KANS001,KANS001,Ta Khmao,Ta Khmao,Ta Khmao,0716646043,0716646043,0716646043,KANP001,Kandal,Kandal,Showroom,Showroom,Post office,In effect,11.473225,104.94918,KANS001 | Ta Khmao | Ta Khmao | 0716646043 | KANP001 | Kandal | Kandal | Showroom
KANS002,KANS002,Kokir,Kokir,Kokir,0716646043,0716646043,0716646043,KANP001,Kandal,Kandal,Showroom,Showroom,Post office,In effect,11.511094,105.048311,KANS002 | Kokir | Kokir | 0716646043 | KANP001 | Kandal | Kandal | Showroom
KANS003,KANS003,Preaek Thmei,Preaek Thmei,Preaek Thmei,0716646043,0716646043,0716646043,KANP001,Kandal,Kandal,Showroom,Showroom,Post office,In effect,11.133705,105.057119,KANS003 | Preaek Thmei | Preaek Thmei | 0716646043 | KANP001 | Kandal | Kandal | Showroom
KANS004,KANS004,Preaek Anhchanh,Preaek Anhchanh,Preaek Anhchanh,0716646043,0716646043,0716646043,KANP001,Kandal,Kandal,Showroom,Showroom,Post office,In effect,11.738,104.9776,KANS004 | Preaek Anhchanh | Preaek Anhchanh | 0716646043 | KANP001 | Kandal | Kandal | Showroom
KANS005,KANS005,Baek Chan,Baek Chan,Baek Chan,0716646043,0716646043,0716646043,KANP001,Kandal,Kandal,Showroom,Showroom,Post office,In effect,11.509273,104.741863,KANS005 | Baek Chan | Baek Chan | 0716646043 | KANP001 | Kandal | Kandal | Showroom
KOHA001,KOHA001,Dang Tung,Dang Tung,Dang Tung,0973415168,0973415168,0975942942,KOHP001,Koh Kong,Koh Kong,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.595865,102.979171,KOHA001 | Dang Tung | Dang Tung | 0973415168 | KOHP001 | Koh Kong | Koh Kong | Agent
KOHA002,KOHA002,Trapeang Rung,Trapeang Rung,Trapeang Rung,068645654,068645654,0975942942,KOHP001,Koh Kong,Koh Kong,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.379754,103.257654,KOHA002 | Trapeang Rung | Trapeang Rung | 068645654 | KOHP001 | Koh Kong | Koh Kong | Agent
KOHA003,KOHA003,Andoung Tuek,Andoung Tuek,Andoung Tuek,068848687,068848687,0975942942,KOHP001,Koh Kong,Koh Kong,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.18609,103.468786,KOHA003 | Andoung Tuek | Andoung Tuek | 068848687 | KOHP001 | Koh Kong | Koh Kong | Agent
KOHA004,KOHA004,Dang Tung 02,Dang Tung 02,Dang Tung 02,0718099992,0718099992,0975942942,KOHP001,Koh Kong,Koh Kong,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.608304,102.982362,KOHA004 | Dang Tung 02 | Dang Tung 02 | 0718099992 | KOHP001 | Koh Kong | Koh Kong | Agent
KOHA005,KOHA005,Srae Ambel,Srae Ambel,Srae Ambel,0716668661,0716668661,0975942942,KOHP001,Koh Kong,Koh Kong,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.1860333,103.4687297,KOHA005 | Srae Ambel | Srae Ambel | 0716668661 | KOHP001 | Koh Kong | Koh Kong | Agent
KOHA006,KOHA006,Srae Ambel,Srae Ambel,Srae Ambel,0975375352,0975375352,0975942942,KOHP001,Koh Kong,Koh Kong,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.122887,103.745922,KOHA006 | Srae Ambel | Srae Ambel | 0975375352 | KOHP001 | Koh Kong | Koh Kong | Agent
KOHA007,KOHA007,Phnhi Meas,Phnhi Meas,Phnhi Meas,0312226422,0312226422,0975942942,KOHP001,Koh Kong,Koh Kong,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,10.990343,103.2221,KOHA007 | Phnhi Meas | Phnhi Meas | 0312226422 | KOHP001 | Koh Kong | Koh Kong | Agent
KOHA008,KOHA008,Pak Khlang,Pak Khlang,Pak Khlang,0717330666,0717330666,0975942942,KOHP001,Koh Kong,Koh Kong,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.642346,102.922879,KOHA008 | Pak Khlang | Pak Khlang | 0717330666 | KOHP001 | Koh Kong | Koh Kong | Agent
KOHA009,KOHA009,Ruessei Chrum,Ruessei Chrum,Ruessei Chrum,0973440505,0973440505,0975942942,KOHP001,Koh Kong,Koh Kong,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.683293,103.44224,KOHA009 | Ruessei Chrum | Ruessei Chrum | 0973440505 | KOHP001 | Koh Kong | Koh Kong | Agent
KOHA010,KOHA010,Smach Mean Chey,Smach Mean Chey,Smach Mean Chey,0715443366,0715443366,0975942942,KOHP001,Koh Kong,Koh Kong,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.61593,102.98466,KOHA010 | Smach Mean Chey | Smach Mean Chey | 0715443366 | KOHP001 | Koh Kong | Koh Kong | Agent
KOHA011,KOHA011,Kong deab,Kong deab,Kong deab,068845698,068845698,0975942942,KOHP001,Koh Kong,Koh Kong,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,,,KOHA011 | Kong deab | Kong deab | 068845698 | KOHP001 | Koh Kong | Koh Kong | Agent
KOHA012,KOHA012,Cham Yeam,Cham Yeam,Cham Yeam,0319993899,0319993899,0975942942,KOHP001,Koh Kong,Koh Kong,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.383526,102.5550684,KOHA012 | Cham Yeam | Cham Yeam | 0319993899 | KOHP001 | Koh Kong | Koh Kong | Agent
KOHP001,KOHP001,Khemmeakrakphumin,Khemmeakrakphumin,Khemmeakrakphumin,0975942942,0975942942,0975942942,KOHP001,Koh Kong,Koh Kong,Post Office,Post Office,Post office,In effect,11.61075,102.978804,KOHP001 | Khemmeakrakphumin | Khemmeakrakphumin | 0975942942 | KOHP001 | Koh Kong | Koh Kong | Post Office
KOHS001,KOHS001,Smach Mean Chey,Smach Mean Chey,Smach Mean Chey,0972920124,0972920124,0975942942,KOHP001,Koh Kong,Koh Kong,Showroom,Showroom,Post office,In effect,11.6154,102.98474,KOHS001 | Smach Mean Chey | Smach Mean Chey | 0972920124 | KOHP001 | Koh Kong | Koh Kong | Showroom
KRAA001,KRAA001,Sambok,Sambok,Sambok,0972626765,0972626765,0979171178,KRAP001,Kratie,Kratie,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,12.5903,106.0265,KRAA001 | Sambok | Sambok | 0972626765 | KRAP001 | Kratie | Kratie | Agent
KRAA003,KRAA003,Chhloung,Chhloung,Chhloung,0976111877,0976111877,0979171178,KRAP001,Kratie,Kratie,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,12.252597,105.977067,KRAA003 | Chhloung | Chhloung | 0976111877 | KRAP001 | Kratie | Kratie | Agent
KRAA004,KRAA004,Kbal Damrei,Kbal Damrei,Kbal Damrei,0882720200,0882720200,0979171178,KRAP001,Kratie,Kratie,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,12.86919,106.198153,KRAA004 | Kbal Damrei | Kbal Damrei | 0882720200 | KRAP001 | Kratie | Kratie | Agent
KRAA005,KRAA005,Svay Chreah,Svay Chreah,Svay Chreah,090440206,090440206,0979171178,KRAP001,Kratie,Kratie,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,12.320298,106.324222,KRAA005 | Svay Chreah | Svay Chreah | 090440206 | KRAP001 | Kratie | Kratie | Agent
KRAA006,KRAA006,Kranhung Saen Chey,Kranhung Saen Chey,Kranhung Saen Chey,0884939990,0884939990,0979171178,KRAP001,Kratie,Kratie,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,12.129537,106.653759,KRAA006 | Kranhung Saen Chey | Kranhung Saen Chey | 0884939990 | KRAP001 | Kratie | Kratie | Agent
KRAA007,KRAA007,Ou Krieng,Ou Krieng,Ou Krieng,068636161,068636161,0979171178,KRAP001,Kratie,Kratie,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,13.043829,106.180606,KRAA007 | Ou Krieng | Ou Krieng | 068636161 | KRAP001 | Kratie | Kratie | Agent
KRAA008,KRAA008,Sambour,Sambour,Sambour,0886676766,0886676766,0979171178,KRAP001,Kratie,Kratie,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,12.776424,105.964835,KRAA008 | Sambour | Sambour | 0886676766 | KRAP001 | Kratie | Kratie | Agent
KRAA009,KRAA009,Sandan,Sandan,Sandan,0314946555,0314946555,0979171178,KRAP001,Kratie,Kratie,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,12.689547,106.021083,KRAA009 | Sandan | Sandan | 0314946555 | KRAP001 | Kratie | Kratie | Agent
KRAA010,KRAA010,Chambak,Chambak,Chambak,0882220686,0882220686,0979171178,KRAP001,Kratie,Kratie,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,12.278305,105.801464,KRAA010 | Chambak | Chambak | 0882220686 | KRAP001 | Kratie | Kratie | Agent
KRAA012,KRAA012,Kanhchor,Kanhchor,Kanhchor,068522577,068522577,0979171178,KRAP001,Kratie,Kratie,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,12.33255,106.052751,KRAA012 | Kanhchor | Kanhchor | 068522577 | KRAP001 | Kratie | Kratie | Agent
KRAP001,KRAP001,Kracheh,Kracheh,Kracheh,0979984684,0979984684,0979171178,KRAP001,Kratie,Kratie,Post Office,Post Office,Post office,In effect,12.482385,106.020364,KRAP001 | Kracheh | Kracheh | 0979984684 | KRAP001 | Kratie | Kratie | Post Office
KRAS001,KRAS001,Kracheh,Kracheh,Kracheh,0719997744,0719997744,0979171178,KRAP001,Kratie,Kratie,Showroom,Showroom,Post office,In effect,12.4896,106.016,KRAS001 | Kracheh | Kracheh | 0719997744 | KRAP001 | Kratie | Kratie | Showroom
KRAS002,KRAS002,Snuol,Snuol,Snuol,0717370643,0717370643,0979171178,KRAP001,Kratie,Kratie,Showroom,Showroom,Post office,In effect,12.0746,106.4211,KRAS002 | Snuol | Snuol | 0717370643 | KRAP001 | Kratie | Kratie | Showroom
KRAS003,KRAS003,Chhloung,Chhloung,Chhloung,0719778997,0719778997,0979171178,KRAP001,Kratie,Kratie,Showroom,Showroom,Post office,In effect,12.2569,105.9602,KRAS003 | Chhloung | Chhloung | 0719778997 | KRAP001 | Kratie | Kratie | Showroom
KRAS004,KRAS004,Sambour,Sambour,Sambour,0976969537,0976969537,0979171178,KRAP001,Kratie,Kratie,Showroom,Showroom,Post office,In effect,12.774535,105.964866,KRAS004 | Sambour | Sambour | 0976969537 | KRAP001 | Kratie | Kratie | Showroom
KRAS005,KRAS005,Preaek Prasab,Preaek Prasab,Preaek Prasab,0977637301,0977637301,0979171178,KRAP001,Kratie,Kratie,Showroom,Showroom,Post office,In effect,12.35199,106.03661,KRAS005 | Preaek Prasab | Preaek Prasab | 0977637301 | KRAP001 | Kratie | Kratie | Showroom
DVCMEGA1,DVCMEGA1,MEGA transport team,MEGA transport team,MEGA transport team,,,0886479090,MEGA,MEGA HUB,MEGA HUB,Agent,Agent,Transportation Team/ Delivery Team/ Shipping Team,In effect,11.63907,104.85378,DVCMEGA1 | MEGA transport team | MEGA transport team | MEGA | MEGA HUB | MEGA HUB | Agent
MEGA1,MEGA1,MEGA1,MEGA1,MEGA1,,,0886479090,MEGA,MEGA HUB,MEGA HUB,Agent,Agent,Operations Center,In effect,11.631082846238561,104.85548753809898,MEGA1 | MEGA1 | MEGA1 | MEGA | MEGA HUB | MEGA HUB | Agent
MONA001,MONA001,Chong Phlah,Chong Phlah,Chong Phlah,0979312777,0979312777,0716696816,MONP001,Mondul Kiri,Mondul Kiri,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,12.614578,106.876878,MONA001 | Chong Phlah | Chong Phlah | 0979312777 | MONP001 | Mondul Kiri | Mondul Kiri | Agent
